ID,Estimated Speedup,Function Name,Demangled Name,"Duration""""(5.60035e+06)","Runtime Improvement""""(799453)",Compute Throughput,Memory Throughput,# Registers,Grid Size,Block Size
604,6.47,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.31,0.34,9.06,27.51,20," 1024,    1,    1","   64,    1,    1"
605,8.41,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,4.96,0.42,2.42,40.82,22,"  392,    1,    1","  128,    1,    1"
606,7.99,vectorized_elementwise_kernel,..launch_clamp_scalar..,4.10,0.33,3.77,30.86,18,"  392,    1,    1","  128,    1,    1"
607,17.32,Kernel2,..cutlass_80_tensorop_s1688gemm_128x64_16x6_nn_align4..,19.58,3.39,24.23,38.50,136,"   16,    1,    4","  128,    1,    1"
608,8.52,splitKreduce_kernel,..splitKreduce_kernel..,5.66,0.48,14.82,40.85,44,"    7,   32,    1","   32,   16,    1"
609,9.08,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,4.77,0.43,5.77,16.19,20,"  512,    1,    1","   64,    1,    1"
610,8.94,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.36,0.30,2.37,14.60,18,"  196,    1,    1","  128,    1,    1"
611,12.22,nchwToNhwcKernel,..nchw2nhwc_params_t..,4,0.49,6.55,16.25,33,"    7,   16,    1","  256,    1,    1"
612,0.00,nchwToNhwcKernel,..nchw2nhwc_params_t..,29.41,0.00,61.24,69.09,33,"    1,   16,  512","  256,    1,    1"
613,23.53,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,32.64,7.68,17.91,42.23,122,"   16,    1,    3","  128,    1,    1"
614,7.39,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,3.78,0.28,4.31,5.70,20,"  512,    1,    1","   64,    1,    1"
615,11.32,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.85,0.32,0.66,4.85,18,"   49,    1,    1","  128,    1,    1"
616,22.19,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_16x6_nn_align1..,23.17,5.14,13.49,31.18,90,"   32,    1,    1","  128,    1,    1"
617,8.24,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.15,0.42,10.88,13.78,20," 2048,    1,    1","   64,    1,    1"
618,5.56,kern_precompute_indices,..kern_precompute_indices..,3.23,0.18,3.61,1.44,16," 1024,    1,    1","    1,    1,    1"
619,16.60,precomputed_convolve_sgemm,..precomputed_convolve_sgemm..,72.48,12.03,29.89,35.24,64,"    2,   64,    1","    8,    8,    1"
620,10.10,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.28,0.53,10.75,15.16,20," 2048,    1,    1","   64,    1,    1"
621,9.78,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,3.94,0.39,1.49,27.23,22,"  196,    1,    1","  128,    1,    1"
622,6.07,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.39,0.21,2.26,13.98,18,"  196,    1,    1","  128,    1,    1"
623,22.77,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align1..,17.41,3.96,15.25,42.22,152,"    4,    1,   11","  128,    1,    1"
624,13.70,splitKreduce_kernel,..splitKreduce_kernel..,5.15,0.71,6.44,28.91,44,"    2,   32,    1","   32,   16,    1"
625,9.63,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,3.78,0.36,4.36,5.52,20,"  512,    1,    1","   64,    1,    1"
626,11.06,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.85,0.32,0.66,4.80,18,"   49,    1,    1","  128,    1,    1"
627,12.00,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.78,0.45,1.81,4.58,33,"    2,   16,    1","  256,    1,    1"
628,0.00,nchwToNhwcKernel,..nchw2nhwc_params_t..,29.70,0.00,60.35,68.18,33,"    1,   16,  512","  256,    1,    1"
629,23.71,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,32.42,7.69,18.07,41.57,122,"   16,    1,    3","  128,    1,    1"
630,0.00,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,3.74,0.00,4.38,5.71,20,"  512,    1,    1","   64,    1,    1"
631,11.07,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.82,0.31,0.67,4.88,18,"   49,    1,    1","  128,    1,    1"
632,22.36,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_16x6_nn_align1..,23.01,5.14,13.50,30.91,90,"   32,    1,    1","  128,    1,    1"
633,6.60,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.22,0.34,10.78,14.70,20," 2048,    1,    1","   64,    1,    1"
634,9.44,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,3.97,0.37,1.49,25.37,22,"  196,    1,    1","  128,    1,    1"
635,9.79,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.26,0.32,2.27,15.91,18,"  196,    1,    1","  128,    1,    1"
636,22.85,Kernel2,..cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align1..,17.44,3.99,15.21,40.29,152,"    4,    1,   11","  128,    1,    1"
637,13.13,splitKreduce_kernel,..splitKreduce_kernel..,5.06,0.66,6.09,30.81,44,"    2,   32,    1","   32,   16,    1"
638,6.80,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,3.78,0.26,4.42,5.18,20,"  512,    1,    1","   64,    1,    1"
639,11.15,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.82,0.31,0.69,4.90,18,"   49,    1,    1","  128,    1,    1"
640,12.19,nchwToNhwcKernel,..nchw2nhwc_params_t..,3.71,0.45,1.87,4.62,33,"    2,   16,    1","  256,    1,    1"
641,0.00,nchwToNhwcKernel,..nchw2nhwc_params_t..,29.41,0.00,60.83,68.78,33,"    1,   16,  512","  256,    1,    1"
642,23.62,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,sm86_xmma_fprop_implicit_gemm_indexed_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize64x32x64_stage4_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel_cudnn_infer,32.48,7.67,18.08,41.41,122,"   16,    1,    3","  128,    1,    1"
643,9.49,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,3.81,0.36,4.33,5.94,20,"  512,    1,    1","   64,    1,    1"
644,10.79,vectorized_elementwise_kernel,..launch_clamp_scalar..,2.85,0.31,0.66,4.82,18,"   49,    1,    1","  128,    1,    1"
645,22.09,Kernel2,..cutlass_80_tensorop_s1688gemm_64x64_16x6_nn_align1..,23.17,5.12,13.33,29.41,90,"   32,    1,    1","  128,    1,    1"
646,8.47,bn_fw_inf_1C11_kernel_NCHW,..bn_fw_inf_1C11_kernel_NCHW..,5.25,0.44,10.63,15.02,20," 2048,    1,    1","   64,    1,    1"
647,7.57,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,3.94,0.30,1.43,26.16,22,"  196,    1,    1","  128,    1,    1"
648,5.85,vectorized_elementwise_kernel,..launch_clamp_scalar..,3.39,0.20,2.30,14.39,18,"  196,    1,    1","  128,    1,    1"
649,5.78,reduce_kernel,..reduce_kernel..ReduceOp..,5.86,0.34,15.69,9.35,32,"  128,    1,    1","   32,   16,    1"
650,10.50,kernel,..cublasGemvTensorStridedBatched..,19.68,2.07,19.99,48.21,159,"  250,    1,    3","   32,    4,    1"
651,11.38,splitKreduce_kernel,..splitKreduce_kernel..,3.39,0.39,5.60,4.68,44,"    1,   63,    1","   32,   16,    1"
652,8.75,globalKernel,..cublasLtEpilogue_t..,3.20,0.28,3.20,2.52,26,"  125,    1,    1","    8,   32,    1"
